"EH_ID","experiment","primary_infection","challenge_infection","mouse_strain","labels","weight","weight_dpi0","relative_weight","feces_weight","dpi","infection","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","OO4sq","OOC","infection_history","Eim_MC","delta","IFNy_CEWE","IFNy_MES","CXCR3","IRG6","IL.12","CASP1","CXCL9","CXCR3_bio","IDO1","IFNy","IL.10","IL.12A","IL1RN","IL.6","IRGM1","MPO","MUC2","MUC5AC","MYD88","NCR1","PPIB","PRF1","RETNLB","SOCS1","TICAM1","TNF","IL.17A","GAPDH","IL.13","CASP1_N","CXCL9_N","CXCR3_N","IDO1_N","IFNy_N","IL.6_N","IL.10_N","IL.12A_N","IL.13_N","IL.17A_N","IL1RN_N","IRGM1_N","MPO_N","MUC2_N","MUC5AC_N","MYD88_N","NCR1_N","PRF1_N","RETNLB_N","SOCS1_N","TICAM1_N","TNF_N","Position","CD4","Treg","Div_Treg","Treg17","Th1","Div_Th1","Th17","Div_Th17","CD8","Act_CD8","Div_Act_CD8","IFNy_CD4","IFNy_CD8","OPG_O","IFNy_FEC","Caecum","Treg_prop","IL17A_CD4","batch","max_dpi","max_OOC","max_WL","death","hybrid_status","Parasite_primary","Parasite_challenge","pc1","pc2"
"LM0283","E57","E64","UNI","PWD_PWD","E57byLYZ",19.35,19.1,101.30890052356,1.49,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-10.57,33.822275433801,NA,-10.3775,-2.8525,-5.16249999999999,22.7877227200633,18.8263527310812,24.6974212094301,17.1107500149809,22.5839732582767,23.1675685973307,24.8133104131235,18.9860575835643,19.0598015922397,10.4813456345855,24.3209981143075,8.57305259319408,9.25311775596537,16.6424527742189,22.9071464843822,11.2415960907118,NA,7.75849579654361,11.493739044238,17.4586270506589,22.0130359478931,29.5507309293803,NA,NA,-11.5461266293515,-7.5847566403693,-13.4558251187183,-5.869153924269,-11.3423771675648,-7.8182055015278,-11.9259725066188,-13.5717143224117,NA,-18.3091348386684,-7.74446149285245,0.76025045612635,-13.0794020235957,2.66854349751777,1.98847833474648,-5.4008566835071,-11.6655503936704,NA,3.48310029416824,-0.252142953526199,-6.217030959947,-10.7714398571812,"mLN",53.755,9.235,19.495,6.415,1.375,27.52,0.83,28.285,29.465,4.22,16.695,0.83,9.825,0,NA,"neg",90.6,0.745,NA,8,0,96.3350785340314,"challenge","F0 M. m. musculus","E_ferrisi","uninfected",-2.34017309624124,-1.99604566170878
"LM0284","E57","E64","E64","STRA_BUSNA","E57byLRS",23.55,22.39,105.180884323359,1.5,8,"challenge",0,0,1,0,1,1,2500,"ferrisi_ferrisi",TRUE,-6.19,48.3675947493746,NA,-8.2675,-2.3425,-4.1425,22.5319670110627,17.2664782880845,21.3286839938343,15.9290755914747,NA,NA,22.5405251134862,17.8300445653298,21.655257806678,8.95884987098114,NA,7.63271970283728,8.44045524372275,19.8079095030429,24.1865740235126,14.5386026211138,29.5159143894816,9.22577001639492,9.6324046919363,17.4447625481548,21.638221861939,24.7155533027551,NA,NA,-7.9933643899489,-2.72787566697065,-6.7900813727204,-1.39047297036085,NA,-7.1166551855641,NA,-8.0019224923723,NA,-10.1769506816413,-3.2914419442159,5.57975275013271,NA,6.90588291827657,6.0981473773911,-5.26930688192905,-9.6479714023988,-14.9773117683678,5.31283260471893,4.90619792917754,-2.906159927041,-7.0996192408251,"mLN",48.38,6.965,36.775,9.39,4.13,60.855,0.68,27.71,24.34,7.41,46.67,1.325,4.5,1666.66666666667,NA,"pos",92.955,0.85,NA,8,242500,97.7221974095578,"challenge","F1 hybrid","E_ferrisi","E_ferrisi",-0.555526187552946,-1.11033141913024
"LM0285","E57","E64","E64","PWD_PWD","E57byBMX",19.66,19.43,101.183736489964,1.4,8,"challenge",14,13,8,13,1,48,120000,"ferrisi_ferrisi",TRUE,-3.11,52.2081651889237,NA,-1.455,NA,-5.26499999999999,24.2020193588915,12.2124427028828,18.7059966324988,9.75455664676307,17.7226051519588,18.492360569474,18.198265297424,14.6871928317198,17.7921863695643,9.836892913316,23.3768620169187,9.85171812223389,11.5856222969821,14.4070684042912,19.93898378412,9.0891430561279,20.3861822427302,4.34644933690816,11.6579920666898,15.3356613057713,15.8600360558739,18.2003631102774,NA,NA,-15.1128763027636,-3.12329964675491,-9.61685357637091,-0.665413590635179,-8.63346209583095,-8.7030433134364,-9.40321751334606,-9.10912224129611,NA,-9.11122005414951,-5.5980497755919,-0.747749857188104,-14.2877189607909,-0.762575066105999,-2.4964792408542,-5.31792534816326,-10.8498407279921,-11.2970391866023,4.74269371921974,-2.56884901056191,-6.24651824964345,-6.77089299974605,"mLN",46.695,9.31,34.995,6.33,2.81,76.265,0.635,46.69,28.86,7.46,43.7,1.455,7.31,85714.2857142857,NA,"pos",90.59,1.605,NA,8,385000,97.2722593926917,"challenge","F0 M. m. musculus","E_ferrisi","E_ferrisi",0.621479351841144,-2.50981659074488
"LM0286","E57","E64","UNI","PWD_BUSNA","E57byCWZ",20.41,19.07,107.026743576298,1.44,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-9.21,19.5159265822312,NA,-6.12,-1.42,-4.235,23.7966061395124,20.2475324386176,22.1221738578929,19.7085956905298,23.9738035384079,23.3283363179611,23.1260343370788,18.264646187911,21.8753568293223,9.97746138003942,24.9283836019405,8.41581157012998,8.07646971535858,17.3371724419163,21.6347301257788,11.9113746768871,28.1172470759033,9.1874857240242,10.9706660282097,19.3025332074904,21.390203887279,26.0322747893115,NA,NA,-11.8852314626253,-8.33615776173045,-10.2107991810057,-7.7972210136427,-12.0624288615208,-9.9639821524352,-11.416961641074,-11.2146596601916,NA,-14.1209001124243,-6.3532715110239,1.93391329684773,-13.0170089250534,3.49556310675717,3.83490496152857,-5.4257977650291,-9.7233554488916,-16.2058723990161,2.72388895286295,0.940708648677401,-7.39115853060325,-9.47882921039185,"mLN",58.17,7.095,12.905,5.325,1.33,22.6,0.63,23.055,33.33,8.91,6.915,0.4,5.01,0,NA,"neg",92.62,0.43,NA,8,0,98.3219716832722,"challenge","F1 M. m. musculus","E_ferrisi","uninfected",-3.45693353257788,-2.09234685402185
"LM0287","E57","E64","E64","BUSNA_PWD","E57byPRZ",20.85,18.83,110.727562400425,1.27,8,"challenge",0,0,0,1,1,1,2500,"ferrisi_ferrisi",TRUE,-6.34,52.366947921615,NA,7.7525,19.7025,NA,23.5914960817808,13.5651224027392,19.167852457338,9.84235255416496,18.3703452007064,19.8939311520504,21.5091589340459,15.6091598230099,17.9742621425474,9.02900705893381,24.4032473357554,9.31602592849792,9.88995056803811,13.8504189707073,18.8150794977645,8.84837610154867,21.1598489047443,4.86729487124074,11.106637369426,15.2592690121958,16.1625003289085,21.863563051493,NA,NA,-14.7431199802321,-4.71674630119053,-10.3194763557893,-0.993976452616295,-9.52196909915773,-9.12588604099873,-11.0455550505017,-12.6607828324972,NA,-13.0151869499444,-6.76078372146123,-0.180630957385144,-15.5548712342067,-0.46764982694925,-1.04157446648944,-5.00204286915863,-9.96670339621583,-12.3114728031956,3.98108123030793,-2.25826126787733,-6.41089291064718,-7.31412422735988,"mLN",50.8,9.805,35.235,8.23,5.48,76.185,1.43,59.04,34.585,15.035,35.205,1.54,9.265,1968.50393700787,NA,"pos",90.045,1.405,NA,8,2e+05,100,"challenge","F1 M. m. musculus","E_ferrisi","E_ferrisi",1.50914508310571,-2.64826165544255
"LM0288","E57","E64","UNI","PWD_BUSNA","E57byCIW",19.97,19.74,101.165146909828,1.37,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-8.79,32.5857551761345,NA,-10.505,-5.495,-8.07,25.1602671002584,16.3828968544629,18.1975625112791,15.927925003618,20.7752426928708,20.8368124114881,18.6349612015787,17.2487319380739,14.4075855042054,8.04961263588847,NA,7.56325037579464,12.3509980330083,11.1280095733698,17.1726567716911,6.41156594615105,21.5470833676134,3.69094124222695,10.228502677137,13.4736781276697,18.0951439583022,29.1774514222616,NA,NA,-18.7487011541073,-9.97133090831185,-11.785996565128,-9.5163590574669,-14.3636767467197,-7.9960195580543,-14.425246465337,-12.2233952554277,NA,-22.7658854761105,-10.8371659919228,-1.63804668973742,NA,-1.15168442964359,-5.93943208685729,-4.71644362721875,-10.76109082554,-15.1355174214623,2.7206247039241,-3.81693673098599,-7.0621121815186,-11.6835780121511,"mLN",57.615,5.52,13.72,5.7,1.235,29.35,0.59,20.91,32.53,7.58,9.96,0.43,4.315,0,NA,"neg",94.32,0.335,NA,8,0,96.2006079027356,"challenge","F1 M. m. musculus","E_ferrisi","uninfected",-3.68470280359691,-1.60653083296458
"LM0289","E57","E64","UNI","SCHUNT_SCHUNT","E57byPSV",21.93,23.93,91.6422900125366,2.23,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-9.18,11.1755693464102,NA,-9.55,-3.315,-7.37,20.430070495028,16.5578977416922,21.6453963738627,15.2519456814642,23.233718539633,20.9808644427021,20.2118819651331,17.4087173552523,17.7338113169845,9.38558076930801,27.6156588501772,8.56306688150229,9.97269468018808,15.7259630216275,21.3935013624606,10.1937079877585,23.4175946178865,8.18911649178735,10.1394068429127,15.2449262181169,17.6526984231191,24.2154303738349,NA,NA,-10.2363625072695,-6.3641897539337,-11.4516883861042,-5.0582376937057,-13.0400105518745,-7.54010332922595,-10.7871564549436,-10.0181739773746,NA,-14.0217223860764,-7.21500936749385,0.80812721845049,-17.4219508624187,1.63064110625621,0.22101330757042,-5.532255033869,-11.1997933747021,-13.223886630128,2.00459149597115,0.054301144845752,-5.0512182303584,-7.4589904353606,"mLN",67.755,3.245,22.775,17.04,1.835,15.255,1.08,12.22,14.995,5.16,6.565,1.07,9.73,0,NA,"neg",96.645,0.18,NA,8,0,90.1379022147932,"challenge","F0 M. m. domesticus","E_ferrisi","uninfected",-4.02475942897793,1.45039341907758
"LM0291","E57","E64","E64","PWD_BUSNA","E57byBQY",NA,24.85,NA,1.04,8,"challenge",2,9,9,2,1,22,55000,"ferrisi_ferrisi",TRUE,1.21,110.035712563026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mLN",42.085,9.84,37.85,8.35,7.57,71.14,1.005,41.105,30.975,27.805,38.4,3.785,12.825,52884.6153846154,NA,"pos",89.995,1.43,NA,8,650000,97.2233400402415,"challenge","F1 M. m. musculus","E_ferrisi","E_ferrisi",2.62198763386668,-2.41703139312493
"LM0292","E57","E64","UNI","BUSNA_PWD","E57byMOR",22.46,22.15,101.399548532731,1.29,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-7.97,22.3339434737452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mLN",54.71,7,17.57,9.18,1.315,26.475,0.925,25.815,26.945,9.665,10.63,0.665,7.805,0,NA,"neg",92.895,0.545,NA,8,0,94.5823927765237,"challenge","F1 M. m. musculus","E_ferrisi","uninfected",-2.71101539238074,-1.28466601535779
"LM0294","E57","E64","E64","PWD_PWD","E57byFLN",16.67,17.02,97.9435957696827,1,8,"challenge",1,4,4,6,1,15,37500,"ferrisi_ferrisi",TRUE,11.61,177.312730924564,NA,-10.5775,-3.1975,-5.0975,25.9313254225885,11.9828319007786,18.2138957545639,10.0251611213139,17.5110323911033,18.3395866730099,19.3782635257634,13.2830497163412,29.8190324637808,8.13675436519845,27.1688557061427,10.8345157552494,29.918079213453,13.9297415445748,18.119904345632,8.62925586365886,19.9261094142813,3.57710698833342,10.3240907992995,14.5420030613819,16.013309744796,19.4405119761319,NA,NA,-17.3020695589296,-3.35357603711974,-9.58463989090509,-1.39590525765509,-8.88177652744444,-21.1897766001219,-9.71033080935104,-10.7490076621045,NA,-10.811256112473,-4.65379385268234,0.49250149846041,-18.5395998424838,-2.2052598915905,-21.2888233497941,-5.30048568091594,-9.49064848197314,-11.2968535506224,5.05214887532543,-1.69483493564063,-5.91274719772299,-7.38405388113714,"mLN",48.125,10.595,33.98,5.645,4.17,58.705,0.52,39.065,28.025,12.985,49.65,2.52,14.905,37500,NA,"pos",89.265,2.04,NA,8,317500,97.8260869565217,"challenge","F0 M. m. musculus","E_ferrisi","E_ferrisi",1.38850819646551,-2.63820583598075
"LM0352","P4","E64","E88","NMRI","P4bRXD",38.93,42.12,92.4264007597341,2.53,8,"challenge",50,45,39,47,1,181,452500,"ferrisi_falciformis",TRUE,3.95306666666666,566.870157402793,536.176207632468,NA,NA,NA,22.160675095107,23.4542593658642,22.9157591832979,21.4595254649216,25.3542774323687,28.8734364436374,27.5465273113926,16.7565030930869,25.3979489632382,7.14935655534329,25.6359359925639,6.2113221943923,10.154484174773,24.906656423045,27.0003511024991,25.3431280840657,NA,18.5723887524217,8.318660810483,29.5772385774166,23.1313510937027,25.0344505683338,NA,NA,3.18245298895865,1.8888687182015,2.4273689007678,3.88360261914405,-0.01114934830305,-0.0548208791725493,-3.53030835957175,-2.20339922732695,NA,0.308677515731848,8.58662499097875,18.1937715287224,-0.292807908498251,19.1318058896734,15.1886439092926,0.436471661020651,-1.65722301843345,NA,6.77073933164395,17.0244672735827,-4.23411049335095,2.211776990363,"mLN",14.6,14,26.7,7.63,8.13,60.6,3.7,62.1,6.58,11.4,24.4,5.82,38.3,NA,NA,NA,NA,NA,NA,8,680000,92.4264007597341,"challenge","other","E_ferrisi","E_falciformis",4.18198025908932,0.439900218300662
"LM0353","P4","E64","E88","NMRI","P4bIFU",40.5,43.86,92.3392612859097,1.93,8,"challenge",67,75,64,71,1,277,692500,"ferrisi_falciformis",TRUE,3.20803333333334,459.582673472966,550.746923994069,NA,NA,NA,26.089979776106,19.9600561317811,25.6651893637998,20.7245374360493,25.1198072157745,NA,29.0108695717846,19.7052061355279,NA,9.01622349770886,NA,9.24698397399879,14.1239158405712,24.9487132957497,NA,20.327051238739,NA,17.9135564795003,10.0843733357085,25.5866134532982,NA,NA,NA,NA,-5.762928537367,0.366995106957898,-5.33813812506075,-0.3974861973103,-4.79275597703545,NA,NA,-8.6838183330456,NA,NA,0.621845103211097,11.3108277410301,NA,11.0800672647402,6.20313539816785,-4.62166205701075,NA,NA,2.41349475923875,10.2426779030305,-5.2595622145592,NA,"mLN",17.9,11.8,34.5,11.5,13.1,63.5,3.16,64.2,9.98,16.2,22.8,8.4,37.7,NA,NA,NA,NA,NA,NA,8,692500,92.3392612859097,"challenge","other","E_ferrisi","E_falciformis",5.28763871715124,1.02637857291631
"LM0354","P4","E64","E64","NMRI","P4bMOP",40.49,41.65,97.2148859543818,3.03,8,"challenge",0,0,0,0,1,0,0,"ferrisi_ferrisi",FALSE,-7.57086666666667,256.089697167021,1724.6254375087,NA,NA,NA,27.750834326278,23.0747321812557,24.2206372170776,27.1695045278082,NA,28.0538111208572,NA,19.2318616428565,NA,8.98619322472665,27.9722702930135,8.88398173353603,23.6949560262717,27.7826373209709,25.8386160109091,22.3697205837575,27.5947403194681,20.8970725785165,9.48224363376901,24.7315297289386,27.597543596463,27.8075104436235,NA,NA,-5.38111374252045,-0.705011597498199,-1.85091663332005,-4.79978394405065,NA,NA,-5.68409053709965,NA,NA,-5.437789859866,3.1378589409011,13.3835273590309,-5.60254970925595,13.4857388502215,-1.32523544251415,-5.41291673721335,-3.46889542715155,-5.22501973571055,1.4726480052411,12.8874769499885,-2.3618091451811,-5.22782301270545,"mLN",27.2,11.5,25.6,9.05,4.78,54.9,2.17,42.7,8.93,12.4,30.6,2.85,23.7,NA,NA,NA,NA,NA,NA,8,1150000,95.2220888355342,"challenge","other","E_ferrisi","E_ferrisi",1.60277013696258,-0.150977948363932
"LM0355","P4","E64","UNI","NMRI","P4bKJY",48.37,45.85,105.496183206107,2.87,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-5.20748333333334,275.954929080042,825.920504970049,NA,NA,NA,21.6995325032779,24.1880022854863,22.8665337706618,22.5175761887665,NA,25.0174951912964,25.0979272313979,18.0311182173069,23.561290381596,8.74704045498052,26.3946833633429,7.86511076670022,9.54046352207562,19.913584410588,29.0749831176039,20.5316782469776,NA,16.3329640892639,9.66553218272971,21.4276791121399,23.9154151631362,26.2950209718986,NA,NA,-1.16785425630025,-3.6563240385087,-2.33485552368411,-1.98589794178885,NA,-3.02961213461835,-4.48581694431875,-4.56624898442025,NA,-5.76334272492095,2.5005600296707,11.7846377919971,-5.8630051163653,12.6665674802774,10.991214724902,0.618093836389697,-8.54330487062625,NA,4.1987141577137,10.8661460642479,-0.8960008651623,-3.38373691615855,"mLN",52.6,14.4,8.07,3.23,4.83,15.8,1.53,13.3,15.4,13.7,6.07,3.05,21.5,NA,NA,NA,NA,NA,NA,8,0,100,"challenge","other","E_ferrisi","uninfected",-1.54439772312021,-0.876893063350246
"LM0356","P4","E88","E88","NMRI","P4bQSH",38.55,39.94,96.5197796695043,3.24,8,"challenge",0,0,0,0,1,0,0,"falciformis_falciformis",TRUE,-7.3878,238.721489574293,1516.52782888452,NA,NA,NA,23.5846254351872,23.3349184215125,22.7607117120809,22.1306371785126,29.0962195259074,27.9559531945106,25.5210412451934,15.8470755192537,NA,9.50561320526808,20.3465072644578,9.11781327402531,10.2106226605276,25.6445374232342,26.8935123838192,NA,NA,9.49318690857507,11.330597193641,26.128982288859,26.6748531526249,26.8388977457789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mLN",28.4,15.2,24.9,8.36,11.6,54.6,3.03,43.8,7.77,19.5,26.5,9.34,36.9,NA,NA,NA,NA,NA,NA,8,307500,94.9924887330996,"challenge","other","E_falciformis","E_falciformis",4.38381352838569,0.701435367825914
"LM0357","P4","E88","E88","NMRI","P4bXUM",38.07,42.76,89.0318054256314,1.46,8,"challenge",0,0,0,0,1,0,0,"falciformis_falciformis",TRUE,-4.1202,179.401561539756,1405.10783908261,NA,NA,NA,NA,22.5191940778491,23.5278486011299,24.3624302105162,NA,28.1800427102892,26.8086585709081,23.1396167819499,29.954326104104,7.02829417852897,NA,9.2496195031775,25.6818226241329,23.7054033155257,NA,22.1039319591007,NA,14.714597728512,8.04171450120431,24.105202721805,28.9325484937999,28.7418415330508,NA,NA,NA,-0.415262118748352,-1.42391664202925,-2.2584982514155,NA,-7.8503941450033,-6.07611075118855,-4.70472661180735,NA,-6.63790957395015,-1.0356848228492,15.0756377805717,NA,12.8543124559232,-3.5778906650322,-1.601471356425,NA,NA,7.3893342305887,14.0622174578964,-2.0012707627043,-6.8286165346992,"mLN",20.3,11.1,30.6,12.1,6.87,63.1,3.79,65.8,5.87,12.8,16.6,3.91,28.9,NA,NA,NA,NA,NA,NA,8,107500,84.4246959775491,"challenge","other","E_falciformis","E_falciformis",3.47325594880793,0.52829724786847
"LM0358","P4","E88","E64","NMRI","P4bGAB",43.53,46.92,92.7749360613811,4.61,8,"challenge",3,2,1,0,1,6,15000,"falciformis_ferrisi",TRUE,-5.42953333333333,79.8828764448402,976.907992035273,NA,NA,NA,23.0161080648426,24.1284466452529,22.750957868647,22.3648202972043,NA,25.6999876495587,27.8965234961025,17.5881132286893,NA,7.67925853539928,28.0131817678252,7.52980583937237,12.4953649399356,24.0566317088348,25.8856036241066,22.4783069187059,25.4332425160186,20.7203188859762,7.08720302927083,26.2686131389745,27.6907767619357,24.8861242843822,NA,NA,-0.537801146136747,-1.650139726547,-0.272650949941099,0.113486621501551,NA,NA,-3.2216807308528,-5.4182165773966,NA,-2.4078173656763,4.8901936900166,14.7990483833066,-5.5348748491193,14.9485010793335,9.9829419787703,-1.57832479012895,-3.4072967054007,-2.9549355973127,1.7579880327297,15.3911038894351,-3.7903062202686,-5.2124698432298,"mLN",25.4,12,23.2,9.41,9.08,49.7,2.06,52.4,6.14,20.5,22.5,9.13,50.1,NA,NA,NA,NA,NA,NA,8,1132500,87.6811594202899,"challenge","other","E_falciformis","E_ferrisi",3.99705999260514,1.36546975436388
"LM0359","P4","E88","UNI","NMRI","P4bYNV",41.19,42.12,97.7920227920228,2.21,8,"challenge",0,0,0,0,1,0,0,"falciformis_uninfected",FALSE,-8.60266666666667,271.95186278651,67.4228954674777,NA,NA,NA,20.7549154501497,22.1480775376824,21.4884419214015,21.2290966531452,NA,29.1313121741035,27.8252661212728,18.6303921950662,22.6056001677909,8.82307395799182,NA,7.07176278291037,8.97946843381716,18.8414892906363,26.7658567499592,17.5016287058071,NA,10.9754654181832,9.16224817310544,19.6048387310836,29.1340416603387,24.1826650261184,NA,NA,-3.25328674434265,-4.6464488318753,-3.9868132155944,-3.7274679473382,NA,-5.1039714619839,-11.6296834682964,-10.3236374154658,NA,-6.6810363203113,-1.12876348925915,8.67855474781523,NA,10.4298659228967,8.5221602719899,-1.3398605848293,-9.26422804415215,NA,6.52616328762383,8.33938053270161,-2.10321002527655,-11.6324129545316,"mLN",31.5,17.5,13.6,17.5,5.73,19.4,2.35,12.4,14.7,3.37,11.8,6.59,7.21,NA,NA,NA,NA,NA,NA,8,0,97.3171889838557,"challenge","other","E_falciformis","uninfected",-0.408632593512448,0.413778309918235
"LM0361","P4","Eflab","E88","NMRI","P4bRLM",37.51,43.11,87.0099744838785,2.6,8,"challenge",1,1,1,0,1,3,7500,"falciformis_falciformis",TRUE,-4.80946666666667,243.699389206344,1530.7263620328,NA,NA,NA,26.9151008866112,23.7366855778749,25.8003705379371,26.7469526811413,NA,29.0996205652941,NA,20.0249791868359,29.771857355728,10.5669316040657,NA,10.3019816045052,15.2461473338253,24.0719849727512,NA,23.2741904867114,NA,22.0213348685913,13.5819840797881,NA,28.3766399942671,NA,NA,NA,-3.64091039989975,-0.462495091163454,-2.52618005122565,-3.47276219442981,NA,-6.49766686901655,-5.82543007858265,NA,NA,NA,3.2492112998755,12.7072588826458,NA,12.9722088822062,8.0280431528861,-0.797794486039706,NA,NA,1.25285561812014,9.6922064069233,NA,-5.10244950755565,"mLN",14.7,18.9,30,20,12.4,58.7,3.03,58,7.3,10.2,23.5,9.7,21.5,NA,NA,NA,NA,NA,NA,8,280000,82.0227325446532,"challenge","other","E_falciformis","E_falciformis",4.84888246507832,1.20712323622692
"LM0363","P4","Eflab","UNI","NMRI","P4bPQS",41.55,43.11,96.3813500347947,2.05,8,"challenge",0,0,0,0,1,0,0,"falciformis_uninfected",FALSE,-8.59073333333333,189.494373803639,1993.57437850383,NA,NA,NA,22.3092030718622,20.7164371964395,21.039554711548,20.5319015216973,28.3865555408579,26.4445369462299,NA,16.6104140600886,26.2371634900456,8.01530809804006,26.5315616164978,6.87589377368062,15.6165816774993,18.8243598344585,24.6680166511455,17.4657605977493,26.7827255117918,13.34286368189,8.91946280428106,19.8409663312356,25.1971346637603,25.2094510940485,NA,NA,-4.84344247411285,-3.2506765986902,-3.57379411379875,-3.06614092394805,-10.9207949431086,-8.77140289229635,-8.97877634848065,NA,NA,-7.74369049629925,0.855346537660701,9.45045249970925,-9.0658010187485,10.5898668240687,1.84917892025,-1.35859923670925,-7.20225605339615,-9.31696491404245,4.12289691585935,8.54629779346824,-2.37520573348635,-7.73137406601095,"mLN",37.7,7.47,21.6,10.5,2.7,27.5,1.51,54.3,10.5,7.52,7.41,2.72,20.3,NA,NA,NA,NA,NA,NA,8,0,96.3813500347947,"challenge","other","E_falciformis","uninfected",-0.617769582053943,0.409525642027479
"LM0364","P4","UNI","E88","NMRI","P4bSMQ",38.35,46.82,81.9094404100812,0.77,8,"challenge",20,23,20,19,1,82,205000,"uninfected_falciformis",TRUE,4.01653333333333,493.723185018014,451.765267932286,NA,NA,NA,24.0262617439181,18.8645099006353,21.5207250231193,21.4489179388455,24.8542143533352,24.9156385553088,28.0399008488043,17.1052747174808,27.4633390587055,7.32426369260138,27.476117899098,6.62693049762747,13.2672055345987,25.2192539189705,NA,21.1471303550478,26.6961306674008,20.0830597800646,7.15828305651068,23.306178894936,28.1737203762817,26.8198639000822,NA,NA,-2.87913138887025,2.28262045441255,-0.373594668071402,-0.301787583797651,-3.70708399828735,-6.3162087036576,-3.76850820026095,-6.89277049375645,NA,-5.67273354503435,4.041855637567,13.8228666624465,-6.3289875440501,14.5201998574204,7.8799248204491,-4.07212356392265,NA,-5.54900031235295,1.0640705749833,13.9888472985372,-2.15904853988815,-7.02659002123385,"mLN",25.3,7.83,41.2,8.04,6.85,83.7,1.19,73.9,7.56,26.5,42.5,3.11,22,NA,NA,NA,NA,NA,NA,8,1420000,81.9094404100812,"challenge","other","uninfected","E_falciformis",4.01082330753401,-0.690504983072595
"LM0365","P4","UNI","E88","NMRI","P4bGXY",52.38,67.21,77.9348311263205,0.24,8,"challenge",0,0,0,0,1,0,0,"uninfected_falciformis",TRUE,1.439,875.6170169286,704.590664037918,NA,NA,NA,24.8338572415394,16.3442931905179,22.6665212451471,22.0979784221364,26.4091844024805,25.5620936833782,24.811695379575,18.8600133131003,18.9293901955357,7.79676996263756,NA,8.05204600565168,18.0662379368805,24.4845149370797,24.8250077475955,20.2845441648962,28.6274191894661,22.0046544878114,8.87188667451834,23.742503076978,28.3176938916993,25.1680307398743,NA,NA,-4.54931307664325,3.9402509743783,-2.3819770802509,-1.81343425724025,-6.1246402375843,1.3551539693605,-5.27754951848195,-4.52715121467885,NA,-4.8834865749781,1.42453085179595,12.4877742022586,NA,12.2324981592445,2.21830622801565,-4.1999707721835,-4.5404635826993,-8.3428750245699,-1.7201103229152,11.4126574903779,-3.45795891208185,-8.0331497268031,"mLN",28.3,16.7,45.1,5.68,7.26,70.2,1.45,47.7,5.79,25.9,62.7,2.7,14.5,NA,NA,NA,NA,NA,NA,8,1270000,77.9348311263205,"challenge","other","uninfected","E_falciformis",3.99357084437232,-1.71963436236589
"LM0367","P4","UNI","UNI","NMRI","P4bXOQ",45.6,48.55,93.9237899073121,2.31,8,"challenge",0,0,0,0,1,0,0,"uninfected",FALSE,-7.04906666666666,651.114694297031,635.818706315941,NA,NA,NA,25.3434373478054,23.7417908847452,22.6732274318064,25.0297168491101,NA,27.2239625730491,NA,20.0863817208902,26.1849051033755,9.25536795631093,NA,8.5798150626153,29.1131481313966,28.0789619411373,27.3383546515301,23.2380539517333,28.8965676006811,18.0319144153998,9.89558325254503,25.9867709754836,NA,26.9819437881662,NA,NA,-2.1053833960721,-0.503736933011901,0.564826519926996,-1.7916628973767,NA,-2.94685115164215,-3.9859086213157,NA,NA,-3.74388983643285,3.1516722308432,13.9826859954224,NA,14.658238889118,-5.87509417966325,-4.84090798940395,-4.1003006997967,-5.65851364894775,5.2061395363336,13.3424706991883,-2.7487170237502,NA,"mLN",45.4,16.1,6.48,3.43,3.26,12.6,1,9.2,11.5,7.37,8.52,1.11,20.1,NA,NA,NA,NA,NA,NA,8,0,93.9237899073121,"challenge","other","uninfected","uninfected",-2.30989997888314,-0.928180645112908
